idx,default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,marriage,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,rank_svm_saw
637,0,no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,female , divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,
638,0,no checking account,60,delay in paying off in the past,domestic appliances,15653,... < 100 DM,4 <= ... < 7 years,2,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
639,0,no checking account,12,existing credits paid back duly till now,domestic appliances,1493,... < 100 DM,... < 1 year ,4,female , divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,
640,1,< 0 DM,42,delay in paying off in the past,domestic appliances,4370,... < 100 DM,4 <= ... < 7 years,3,male , single,none,2,if not A121 : building society savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,
641,1,< 0 DM,18,existing credits paid back duly till now,(vacation - does not exist?),750,... < 100 DM,unemployed,4,female , divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,
642,0,0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1308,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,unskilled - resident,1,none,yes,
643,1,no checking account,15,existing credits paid back duly till now,(vacation - does not exist?),4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male , single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
644,0,no checking account,24,critical account/ other credits existing (not at this bank),domestic appliances,1851,... < 100 DM,4 <= ... < 7 years,4,male , married/widowed,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
645,0,< 0 DM,18,critical account/ other credits existing (not at this bank),domestic appliances,1880,... < 100 DM,4 <= ... < 7 years,4,male , married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
646,1,no checking account,36,delay in paying off in the past,business,7980,unknown/ no savings account,... < 1 year ,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
647,0,< 0 DM,30,no credits taken/ all credits paid back duly,radio/television,4583,... < 100 DM,1 <= ... < 4 years,2,male , divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,
648,1,no checking account,12,existing credits paid back duly till now,car (new),1386,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,female , divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,
649,1,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,male , single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2,none,yes,
650,1,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),684,... < 100 DM,1 <= ... < 4 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,1,unskilled - resident,2,none,yes,
651,0,< 0 DM,48,existing credits paid back duly till now,(vacation - does not exist?),7476,... < 100 DM,4 <= ... < 7 years,4,male , single,none,1,unknown / no property,50,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
652,1,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1922,... < 100 DM,1 <= ... < 4 years,4,male , single,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,unskilled - resident,1,none,yes,
653,1,< 0 DM,24,existing credits paid back duly till now,car (new),2303,... < 100 DM,.. >= 7 years,4,male , single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,
654,1,0 <= ... < 200 DM,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,.. >= 7 years,2,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
655,0,no checking account,24,critical account/ other credits existing (not at this bank),car (used),2346,... < 100 DM,4 <= ... < 7 years,4,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
656,0,< 0 DM,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,unemployed,1,male , single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1,none,yes,
657,1,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),888,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,none,yes,
658,0,no checking account,48,existing credits paid back duly till now,domestic appliances,10222,unknown/ no savings account,4 <= ... < 7 years,4,male , single,none,3,"if not A121/A122 : car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
659,0,0 <= ... < 200 DM,30,no credits taken/ all credits paid back duly,business,4221,... < 100 DM,1 <= ... < 4 years,2,female , divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,
660,0,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,6361,... < 100 DM,.. >= 7 years,2,male , single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
661,0,>= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,domestic appliances,1297,... < 100 DM,1 <= ... < 4 years,3,male , married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,
662,1,< 0 DM,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= ... < 4 years,4,male , married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,
663,0,no checking account,21,existing credits paid back duly till now,radio/television,2241,... < 100 DM,.. >= 7 years,4,male , single,none,2,real estate,50,none,own,2,skilled employee / official,1,none,yes,
664,0,0 <= ... < 200 DM,6,delay in paying off in the past,radio/television,1050,... < 100 DM,unemployed,4,male , single,none,1,if not A121 : building society savings agreement/ life insurance,35,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
665,0,>= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1047,... < 100 DM,1 <= ... < 4 years,2,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,50,none,own,1,unskilled - resident,1,none,yes,
666,0,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,6314,... < 100 DM,unemployed,4,male , single,co-applicant,2,unknown / no property,27,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
667,0,0 <= ... < 200 DM,30,all credits at this bank paid back duly,radio/television,3496,.. >= 1000 DM ,1 <= ... < 4 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,
668,0,no checking account,48,all credits at this bank paid back duly,business,3609,... < 100 DM,1 <= ... < 4 years,1,female , divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee / official,1,none,yes,
669,1,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),4843,... < 100 DM,.. >= 7 years,3,male , single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,43,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
670,0,>= 200 DM / salary assignments for at least 1 year,30,critical account/ other credits existing (not at this bank),domestic appliances,3017,... < 100 DM,.. >= 7 years,4,male , single,none,4,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,1,none,yes,
671,0,no checking account,24,critical account/ other credits existing (not at this bank),business,4139,100 <= ... < 500 DM,1 <= ... < 4 years,3,male , single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes,
672,0,no checking account,36,existing credits paid back duly till now,business,5742,100 <= ... < 500 DM,4 <= ... < 7 years,2,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
673,0,no checking account,60,existing credits paid back duly till now,car (new),10366,... < 100 DM,.. >= 7 years,2,male , single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
674,0,no checking account,6,critical account/ other credits existing (not at this bank),car (new),2080,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,male , married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,
675,1,no checking account,21,delay in paying off in the past,business,2580,500 <= ... < 1000 DM ,... < 1 year ,4,male , single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,
676,0,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,4530,... < 100 DM,4 <= ... < 7 years,4,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
677,0,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,5150,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
678,1,0 <= ... < 200 DM,72,existing credits paid back duly till now,domestic appliances,5595,100 <= ... < 500 DM,1 <= ... < 4 years,2,male , married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,
679,0,< 0 DM,24,existing credits paid back duly till now,domestic appliances,2384,... < 100 DM,.. >= 7 years,4,male , single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,
680,0,no checking account,18,existing credits paid back duly till now,domestic appliances,1453,... < 100 DM,... < 1 year ,3,female , divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,
681,0,no checking account,6,existing credits paid back duly till now,(vacation - does not exist?),1538,... < 100 DM,... < 1 year ,1,female , divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1,none,yes,
